time,source,destination,E/D-age-gender-origin,legal_status-employment-property_in_ukraine-sizeE-sizeD
4, hungary, odeska, E-12-m-odeska, tp-True-5-2-0
4, hungary, odeska, E-40-m-odeska, tp-True-5-2-0
4, germany, donetska, E-78-f-donetska, tp-True-5-1-2
4, germany, donetska, E-43-f-donetska, tp-True-5-1-2
4, germany, donetska, E-50-m-donetska, tp-True-5-1-2
4, austria, odeska, E-27-f-odeska, tp-True-2-2-0
4, austria, odeska, E-16-f-odeska, tp-True-2-2-0
4, croatia, ivano-frankivska, E-27-f-ivano-frankivska, tp-True-0-2-0
4, croatia, ivano-frankivska, E-23-f-ivano-frankivska, tp-True-0-2-0
4, portugal, rivnenska, E-63-f-rivnenska, tp-True-5-2-1
4, portugal, rivnenska, E-37-m-rivnenska, tp-True-5-2-1
4, portugal, rivnenska, E-30-m-rivnenska, tp-True-5-2-1
5, poland, volynska, E-24-f-volynska, tp-True-3-2-1
5, poland, volynska, E-11-f-volynska, tp-True-3-2-1
5, poland, volynska, E-22-m-volynska, tp-True-3-2-1
6, poland, volynska, E-10-m-volynska, tp-True-5-1-1
6, poland, volynska, E-40-f-volynska, tp-True-5-1-1
6, poland, volynska, E-14-f-volynska, tp-True-2-2-0
6, poland, volynska, E-28-f-volynska, tp-True-2-2-0
6, germany, donetska, E-18-f-donetska, tp-True-5-3-0
6, germany, donetska, E-7-m-donetska, tp-True-5-3-0
6, germany, donetska, E-36-f-donetska, tp-True-5-3-0
6, germany, donetska, E-82-f-donetska, tp-True-5-1-3
6, germany, donetska, E-86-f-donetska, tp-True-5-1-3
6, germany, donetska, E-7-m-donetska, tp-True-5-1-3
6, germany, donetska, E-16-m-donetska, tp-True-5-1-3
7, estonia, luhanska, E-84-f-luhanska, tp-True-5-3-1
7, estonia, luhanska, E-4-f-luhanska, tp-True-5-3-1
7, estonia, luhanska, E-88-m-luhanska, tp-True-5-3-1
7, estonia, luhanska, E-37-f-luhanska, tp-True-5-3-1
7, germany, donetska, E-36-f-donetska, tp-True-5-2-2
7, germany, donetska, E-55-f-donetska, tp-True-5-2-2
7, germany, donetska, E-10-f-donetska, tp-True-5-2-2
7, germany, donetska, E-26-f-donetska, tp-True-5-2-2
7, germany, donetska, E-20-f-donetska, tp-True-5-2-0
7, germany, donetska, E-10-f-donetska, tp-True-5-2-0
7, austria, odeska, E-13-m-odeska, tp-True-3-1-1
7, austria, odeska, E-6-f-odeska, tp-True-3-1-1
7, italy, khmelnytska, E-77-f-khmelnytska, tp-True-5-3-1
7, italy, khmelnytska, E-89-f-khmelnytska, tp-True-5-3-1
7, italy, khmelnytska, E-42-f-khmelnytska, tp-True-5-3-1
7, italy, khmelnytska, E-78-f-khmelnytska, tp-True-5-3-1
7, greece, dnipropetrovska, E-44-f-dnipropetrovska, tp-True-0-1-1
7, greece, dnipropetrovska, E-2-f-dnipropetrovska, tp-True-0-1-1
8, poland, volynska, E-10-f-volynska, tp-True-5-2-1
8, poland, volynska, E-28-m-volynska, tp-True-5-2-1
8, poland, volynska, E-17-f-volynska, tp-True-5-2-1
8, republic_of_moldova, donetska, E-84-f-donetska, tp-True-5-1-1
8, republic_of_moldova, donetska, E-15-m-donetska, tp-True-5-1-1
8, germany, donetska, E-2-m-donetska, tp-True-1-3-1
8, germany, donetska, E-38-m-donetska, tp-True-1-3-1
8, germany, donetska, E-32-f-donetska, tp-True-1-3-1
8, germany, donetska, E-49-f-donetska, tp-True-1-3-1
8, spain, dnipropetrovska, E-14-m-dnipropetrovska, tp-True-5-5-2
8, spain, dnipropetrovska, E-30-f-dnipropetrovska, tp-True-5-5-2
8, spain, dnipropetrovska, E-3-f-dnipropetrovska, tp-True-5-5-2
8, spain, dnipropetrovska, E-63-m-dnipropetrovska, tp-True-5-5-2
8, spain, dnipropetrovska, E-17-f-dnipropetrovska, tp-True-5-5-2
8, spain, dnipropetrovska, E-81-m-dnipropetrovska, tp-True-5-5-2
8, spain, dnipropetrovska, E-39-m-dnipropetrovska, tp-True-5-5-2
8, sweden, vinnytska, E-28-f-vinnytska, tp-True-5-3-1
8, sweden, vinnytska, E-59-f-vinnytska, tp-True-5-3-1
8, sweden, vinnytska, E-3-m-vinnytska, tp-True-5-3-1
8, sweden, vinnytska, E-22-m-vinnytska, tp-True-5-3-1
9, czechia, autonomous_republic_of_crimea, E-53-f-autonomous_republic_of_crimea, tp-True-5-2-1
9, czechia, autonomous_republic_of_crimea, E-36-f-autonomous_republic_of_crimea, tp-True-5-2-1
9, czechia, autonomous_republic_of_crimea, E-59-f-autonomous_republic_of_crimea, tp-True-5-2-1
9, italy, khmelnytska, E-2-f-khmelnytska, tp-True-3-1-2
9, italy, khmelnytska, E-81-m-khmelnytska, tp-True-3-1-2
9, italy, khmelnytska, E-16-m-khmelnytska, tp-True-3-1-2
10, czechia, autonomous_republic_of_crimea, E-1-m-autonomous_republic_of_crimea, tp-True-2-2-1
10, czechia, autonomous_republic_of_crimea, E-3-f-autonomous_republic_of_crimea, tp-True-2-2-1
10, czechia, autonomous_republic_of_crimea, E-15-m-autonomous_republic_of_crimea, tp-True-2-2-1
10, germany, donetska, E-39-f-donetska, tp-True-2-2-0
10, germany, donetska, E-21-m-donetska, tp-True-2-2-0
10, germany, donetska, E-8-f-donetska, tp-True-2-3-1
10, germany, donetska, E-4-m-donetska, tp-True-2-3-1
10, germany, donetska, E-23-m-donetska, tp-True-2-3-1
10, germany, donetska, E-7-f-donetska, tp-True-2-3-1
10, germany, donetska, E-61-f-donetska, tp-True-3-1-2
10, germany, donetska, E-30-f-donetska, tp-True-3-1-2
10, germany, donetska, E-15-m-donetska, tp-True-3-1-2
10, spain, dnipropetrovska, E-6-m-dnipropetrovska, tp-True-5-3-1
10, spain, dnipropetrovska, E-22-f-dnipropetrovska, tp-True-5-3-1
10, spain, dnipropetrovska, E-64-f-dnipropetrovska, tp-True-5-3-1
10, spain, dnipropetrovska, E-6-m-dnipropetrovska, tp-True-5-3-1
10, italy, khmelnytska, E-33-m-khmelnytska, tp-True-3-3-0
10, italy, khmelnytska, E-20-f-khmelnytska, tp-True-3-3-0
10, italy, khmelnytska, E-56-f-khmelnytska, tp-True-3-3-0
11, poland, volynska, E-3-f-volynska, tp-True-5-2-0
11, poland, volynska, E-56-f-volynska, tp-True-5-2-0
11, republic_of_moldova, donetska, E-5-f-donetska, tp-True-0-4-1
11, republic_of_moldova, donetska, E-16-m-donetska, tp-True-0-4-1
11, republic_of_moldova, donetska, E-8-f-donetska, tp-True-0-4-1
11, republic_of_moldova, donetska, E-78-f-donetska, tp-True-0-4-1
11, republic_of_moldova, donetska, E-69-f-donetska, tp-True-0-4-1
11, germany, donetska, E-35-m-donetska, tp-True-5-2-0
11, germany, donetska, E-15-f-donetska, tp-True-5-2-0
11, spain, dnipropetrovska, E-5-f-dnipropetrovska, tp-True-5-2-2
11, spain, dnipropetrovska, E-0-m-dnipropetrovska, tp-True-5-2-2
11, spain, dnipropetrovska, E-47-m-dnipropetrovska, tp-True-5-2-2
11, spain, dnipropetrovska, E-25-m-dnipropetrovska, tp-True-5-2-2
12, czechia, autonomous_republic_of_crimea, E-24-m-autonomous_republic_of_crimea, tp-True-5-1-5
12, czechia, autonomous_republic_of_crimea, E-29-m-autonomous_republic_of_crimea, tp-True-5-1-5
12, czechia, autonomous_republic_of_crimea, E-22-m-autonomous_republic_of_crimea, tp-True-5-1-5
12, czechia, autonomous_republic_of_crimea, E-23-m-autonomous_republic_of_crimea, tp-True-5-1-5
12, czechia, autonomous_republic_of_crimea, E-29-f-autonomous_republic_of_crimea, tp-True-5-1-5
12, czechia, autonomous_republic_of_crimea, E-38-m-autonomous_republic_of_crimea, tp-True-5-1-5
13, poland, volynska, E-6-f-volynska, tp-True-3-1-4
13, poland, volynska, E-28-m-volynska, tp-True-3-1-4
13, poland, volynska, E-22-f-volynska, tp-True-3-1-4
13, poland, volynska, E-13-f-volynska, tp-True-3-1-4
13, poland, volynska, E-64-m-volynska, tp-True-3-1-4
13, czechia, autonomous_republic_of_crimea, E-14-m-autonomous_republic_of_crimea, tp-True-5-2-1
13, czechia, autonomous_republic_of_crimea, E-61-f-autonomous_republic_of_crimea, tp-True-5-2-1
13, czechia, autonomous_republic_of_crimea, E-46-m-autonomous_republic_of_crimea, tp-True-5-2-1
13, lithuania, kyiv, E-1-f-kyiv, tp-True-0-3-1
13, lithuania, kyiv, E-51-m-kyiv, tp-True-0-3-1
13, lithuania, kyiv, E-52-f-kyiv, tp-True-0-3-1
13, lithuania, kyiv, E-42-f-kyiv, tp-True-0-3-1
14, poland, volynska, E-6-m-volynska, tp-True-5-2-2
14, poland, volynska, E-61-f-volynska, tp-True-5-2-2
14, poland, volynska, E-35-f-volynska, tp-True-5-2-2
14, poland, volynska, E-3-m-volynska, tp-True-5-2-2
14, germany, donetska, E-28-m-donetska, tp-True-2-2-0
14, germany, donetska, E-55-f-donetska, tp-True-2-2-0
14, ireland, donetska, E-34-m-donetska, tp-True-5-2-2
14, ireland, donetska, E-58-f-donetska, tp-True-5-2-2
14, ireland, donetska, E-11-m-donetska, tp-True-5-2-2
14, ireland, donetska, E-2-m-donetska, tp-True-5-2-2
15, poland, volynska, E-26-f-volynska, tp-True-5-1-2
15, poland, volynska, E-38-f-volynska, tp-True-5-1-2
15, poland, volynska, E-13-m-volynska, tp-True-5-1-2
15, poland, volynska, E-20-f-volynska, tp-True-5-3-0
15, poland, volynska, E-18-f-volynska, tp-True-5-3-0
15, poland, volynska, E-15-m-volynska, tp-True-5-3-0
15, slovakia, chernihivska, E-19-f-chernihivska, tp-True-0-3-0
15, slovakia, chernihivska, E-53-f-chernihivska, tp-True-0-3-0
15, slovakia, chernihivska, E-39-f-chernihivska, tp-True-0-3-0
15, germany, donetska, E-47-m-donetska, tp-True-5-2-0
15, germany, donetska, E-16-f-donetska, tp-True-5-2-0
15, germany, donetska, E-9-m-donetska, tp-True-5-2-1
15, germany, donetska, E-23-f-donetska, tp-True-5-2-1
15, germany, donetska, E-55-f-donetska, tp-True-5-2-1
16, poland, volynska, E-16-f-volynska, tp-True-5-1-3
16, poland, volynska, E-9-f-volynska, tp-True-5-1-3
16, poland, volynska, E-28-m-volynska, tp-True-5-1-3
16, poland, volynska, E-7-f-volynska, tp-True-5-1-3
16, poland, volynska, E-4-f-volynska, tp-True-3-1-0
16, spain, dnipropetrovska, E-15-m-dnipropetrovska, tp-True-5-2-1
16, spain, dnipropetrovska, E-52-m-dnipropetrovska, tp-True-5-2-1
16, spain, dnipropetrovska, E-60-m-dnipropetrovska, tp-True-5-2-1
17, poland, volynska, E-0-f-volynska, tp-True-0-3-0
17, poland, volynska, E-59-f-volynska, tp-True-0-3-0
17, poland, volynska, E-16-m-volynska, tp-True-0-3-0
18, poland, volynska, E-27-m-volynska, tp-True-3-2-0
18, poland, volynska, E-14-m-volynska, tp-True-3-2-0
19, romania, luhanska, E-6-m-luhanska, tp-True-3-1-1
19, romania, luhanska, E-15-f-luhanska, tp-True-3-1-1
20, austria, odeska, E-14-f-odeska, tp-True-3-2-1
20, austria, odeska, E-44-f-odeska, tp-True-3-2-1
20, austria, odeska, E-62-m-odeska, tp-True-3-2-1
21, germany, donetska, E-28-m-donetska, tp-True-5-2-1
21, germany, donetska, E-47-f-donetska, tp-True-5-2-1
21, germany, donetska, E-46-f-donetska, tp-True-5-2-1
23, poland, volynska, E-15-m-volynska, tp-True-5-1-2
23, poland, volynska, E-51-f-volynska, tp-True-5-1-2
23, poland, volynska, E-52-f-volynska, tp-True-5-1-2
23, poland, volynska, E-5-f-volynska, tp-True-5-2-0
23, poland, volynska, E-62-f-volynska, tp-True-5-2-0
23, poland, volynska, E-25-f-volynska, tp-True-5-1-2
23, poland, volynska, E-10-f-volynska, tp-True-5-1-2
23, poland, volynska, E-6-f-volynska, tp-True-5-1-2
23, republic_of_moldova, donetska, E-64-f-donetska, tp-True-5-2-1
23, republic_of_moldova, donetska, E-8-m-donetska, tp-True-5-2-1
23, republic_of_moldova, donetska, E-1-m-donetska, tp-True-5-2-1
23, finland, donetska, E-29-m-donetska, tp-True-5-1-2
23, finland, donetska, E-66-f-donetska, tp-True-5-1-2
23, finland, donetska, E-12-f-donetska, tp-True-5-1-2
25, poland, volynska, E-16-m-volynska, tp-True-5-2-0
25, poland, volynska, E-14-f-volynska, tp-True-5-2-0
26, romania, luhanska, E-6-f-luhanska, tp-True-5-1-2
26, romania, luhanska, E-10-f-luhanska, tp-True-5-1-2
26, romania, luhanska, E-18-m-luhanska, tp-True-5-1-2
26, czechia, autonomous_republic_of_crimea, E-63-f-autonomous_republic_of_crimea, tp-True-5-2-0
26, czechia, autonomous_republic_of_crimea, E-57-f-autonomous_republic_of_crimea, tp-True-5-2-0
28, slovakia, chernihivska, E-17-f-chernihivska, tp-True-3-1-2
28, slovakia, chernihivska, E-62-f-chernihivska, tp-True-3-1-2
28, slovakia, chernihivska, E-25-f-chernihivska, tp-True-3-1-2
28, germany, donetska, E-25-f-donetska, tp-True-2-2-1
28, germany, donetska, E-23-f-donetska, tp-True-2-2-1
28, germany, donetska, E-1-f-donetska, tp-True-2-2-1
29, germany, donetska, E-60-f-donetska, tp-True-2-1-3
29, germany, donetska, E-63-m-donetska, tp-True-2-1-3
29, germany, donetska, E-67-f-donetska, tp-True-2-1-3
29, germany, donetska, E-19-f-donetska, tp-True-2-1-3
30, poland, volynska, E-19-m-volynska, tp-True-5-3-2
30, poland, volynska, E-46-m-volynska, tp-True-5-3-2
30, poland, volynska, E-20-f-volynska, tp-True-5-3-2
30, poland, volynska, E-7-m-volynska, tp-True-5-3-2
30, poland, volynska, E-61-f-volynska, tp-True-5-3-2
30, poland, volynska, E-9-f-volynska, tp-True-5-1-2
30, poland, volynska, E-9-m-volynska, tp-True-5-1-2
30, poland, volynska, E-18-f-volynska, tp-True-5-1-2
30, slovenia, donetska, E-16-m-donetska, tp-True-5-2-2
30, slovenia, donetska, E-14-m-donetska, tp-True-5-2-2
30, slovenia, donetska, E-27-m-donetska, tp-True-5-2-2
30, slovenia, donetska, E-12-m-donetska, tp-True-5-2-2
31, poland, volynska, E-9-m-volynska, tp-True-0-1-1
31, poland, volynska, E-4-f-volynska, tp-True-0-1-1
33, slovakia, chernihivska, E-6-m-chernihivska, tp-True-5-2-0
33, slovakia, chernihivska, E-4-m-chernihivska, tp-True-5-2-0
33, finland, donetska, E-3-m-donetska, tp-True-0-2-2
33, finland, donetska, E-24-f-donetska, tp-True-0-2-2
33, finland, donetska, E-37-f-donetska, tp-True-0-2-2
33, finland, donetska, E-44-f-donetska, tp-True-0-2-2
34, italy, khmelnytska, E-18-f-khmelnytska, tp-True-3-3-2
34, italy, khmelnytska, E-23-m-khmelnytska, tp-True-3-3-2
34, italy, khmelnytska, E-30-f-khmelnytska, tp-True-3-3-2
34, italy, khmelnytska, E-61-f-khmelnytska, tp-True-3-3-2
34, italy, khmelnytska, E-46-f-khmelnytska, tp-True-3-3-2
34, greece, dnipropetrovska, E-65-f-dnipropetrovska, tp-True-5-3-0
34, greece, dnipropetrovska, E-22-m-dnipropetrovska, tp-True-5-3-0
34, greece, dnipropetrovska, E-57-f-dnipropetrovska, tp-True-5-3-0
35, romania, luhanska, E-51-m-luhanska, tp-True-5-1-2
35, romania, luhanska, E-51-f-luhanska, tp-True-5-1-2
35, romania, luhanska, E-27-f-luhanska, tp-True-5-1-2
36, poland, volynska, E-20-f-volynska, tp-True-5-4-0
36, poland, volynska, E-8-m-volynska, tp-True-5-4-0
36, poland, volynska, E-49-f-volynska, tp-True-5-4-0
36, poland, volynska, E-12-f-volynska, tp-True-5-4-0
36, hungary, odeska, E-42-m-odeska, tp-True-5-1-1
36, hungary, odeska, E-16-m-odeska, tp-True-5-1-1
37, poland, volynska, E-15-m-volynska, tp-True-5-1-2
37, poland, volynska, E-9-f-volynska, tp-True-5-1-2
37, poland, volynska, E-13-m-volynska, tp-True-5-1-2
38, latvia, dnipropetrovska, E-32-m-dnipropetrovska, tp-True-5-3-2
38, latvia, dnipropetrovska, E-25-m-dnipropetrovska, tp-True-5-3-2
38, latvia, dnipropetrovska, E-48-f-dnipropetrovska, tp-True-5-3-2
38, latvia, dnipropetrovska, E-34-f-dnipropetrovska, tp-True-5-3-2
38, latvia, dnipropetrovska, E-42-m-dnipropetrovska, tp-True-5-3-2
40, poland, volynska, E-34-f-volynska, tp-True-3-6-0
40, poland, volynska, E-56-f-volynska, tp-True-3-6-0
40, poland, volynska, E-11-m-volynska, tp-True-3-6-0
40, poland, volynska, E-31-m-volynska, tp-True-3-6-0
40, poland, volynska, E-69-f-volynska, tp-True-3-6-0
40, poland, volynska, E-26-m-volynska, tp-True-3-6-0
43, bulgaria, kharkivska, E-21-m-kharkivska, tp-True-0-4-0
43, bulgaria, kharkivska, E-69-f-kharkivska, tp-True-0-4-0
43, bulgaria, kharkivska, E-37-m-kharkivska, tp-True-0-4-0
43, bulgaria, kharkivska, E-43-f-kharkivska, tp-True-0-4-0
