time,source,destination,E/D-age-gender-origin,legal_status-employment-property_in_ukraine-sizeE-sizeD
10, denmark, kharkivska, E-43-f-kharkivska, tp-True-5-3-3
10, denmark, kharkivska, E-26-m-kharkivska, tp-True-5-3-3
10, denmark, kharkivska, E-88-m-kharkivska, tp-True-5-3-3
11, germany, autonomous_republic_of_crimea, E-59-m-autonomous_republic_of_crimea, tp-True-5-2-1
11, germany, autonomous_republic_of_crimea, E-41-f-autonomous_republic_of_crimea, tp-True-5-2-1
11, germany, autonomous_republic_of_crimea, E-72-f-autonomous_republic_of_crimea, tp-True-5-2-1
11, greece, lvivska, E-31-m-lvivska, tp-True-5-2-3
11, greece, lvivska, E-56-f-lvivska, tp-True-5-2-3
11, greece, lvivska, E-52-f-lvivska, tp-True-5-2-3
11, greece, lvivska, E-11-f-lvivska, tp-True-5-2-3
11, greece, lvivska, E-1-f-lvivska, tp-True-5-2-3
12, germany, autonomous_republic_of_crimea, E-57-f-autonomous_republic_of_crimea, tp-True-5-1-1
12, germany, autonomous_republic_of_crimea, E-1-f-autonomous_republic_of_crimea, tp-True-5-1-1
13, poland, chernihivska, E-10-m-chernihivska, tp-True-1-3-0
13, poland, chernihivska, E-12-m-chernihivska, tp-True-1-3-0
13, poland, chernihivska, E-21-f-chernihivska, tp-True-1-3-0
13, czechia, dnipropetrovska, E-38-f-dnipropetrovska, tp-True-5-3-1
13, czechia, dnipropetrovska, E-60-m-dnipropetrovska, tp-True-5-3-1
13, czechia, dnipropetrovska, E-64-f-dnipropetrovska, tp-True-5-3-1
13, czechia, dnipropetrovska, E-86-m-dnipropetrovska, tp-True-5-3-1
13, germany, autonomous_republic_of_crimea, E-42-f-autonomous_republic_of_crimea, tp-True-5-2-1
13, germany, autonomous_republic_of_crimea, E-83-f-autonomous_republic_of_crimea, tp-True-5-2-1
13, germany, autonomous_republic_of_crimea, E-13-f-autonomous_republic_of_crimea, tp-True-5-2-1
14, poland, chernihivska, E-27-f-chernihivska, tp-True-5-3-1
14, poland, chernihivska, E-4-f-chernihivska, tp-True-5-3-1
14, poland, chernihivska, E-7-f-chernihivska, tp-True-5-3-1
14, poland, chernihivska, E-17-m-chernihivska, tp-True-5-3-1
15, germany, autonomous_republic_of_crimea, E-13-m-autonomous_republic_of_crimea, tp-True-5-2-0
15, germany, autonomous_republic_of_crimea, E-9-m-autonomous_republic_of_crimea, tp-True-5-2-0
17, poland, chernihivska, E-51-f-chernihivska, tp-True-5-3-0
17, poland, chernihivska, E-5-f-chernihivska, tp-True-5-3-0
17, poland, chernihivska, E-59-m-chernihivska, tp-True-5-3-0
17, germany, autonomous_republic_of_crimea, E-64-m-autonomous_republic_of_crimea, tp-True-3-1-1
17, germany, autonomous_republic_of_crimea, E-21-m-autonomous_republic_of_crimea, tp-True-3-1-1
18, austria, vinnytska, E-14-f-vinnytska, tp-True-0-3-2
18, austria, vinnytska, E-54-f-vinnytska, tp-True-0-3-2
18, austria, vinnytska, E-15-m-vinnytska, tp-True-0-3-2
18, austria, vinnytska, E-33-f-vinnytska, tp-True-0-3-2
18, austria, vinnytska, E-49-f-vinnytska, tp-True-0-3-2
19, poland, chernihivska, E-9-f-chernihivska, tp-True-5-1-1
19, poland, chernihivska, E-10-m-chernihivska, tp-True-5-1-1
19, bulgaria, poltavska, E-0-m-poltavska, tp-True-3-1-1
19, bulgaria, poltavska, E-18-f-poltavska, tp-True-3-1-1
20, poland, chernihivska, E-3-m-chernihivska, tp-True-0-1-0
20, poland, chernihivska, E-6-f-chernihivska, tp-True-1-1-2
20, poland, chernihivska, E-88-f-chernihivska, tp-True-1-1-2
20, poland, chernihivska, E-57-m-chernihivska, tp-True-1-1-2
20, poland, chernihivska, E-19-f-chernihivska, tp-True-5-1-2
20, poland, chernihivska, E-14-f-chernihivska, tp-True-5-1-2
20, poland, chernihivska, E-31-f-chernihivska, tp-True-5-1-2
20, czechia, dnipropetrovska, E-29-m-dnipropetrovska, tp-True-5-1-1
20, czechia, dnipropetrovska, E-1-m-dnipropetrovska, tp-True-5-1-1
20, finland, dnipropetrovska, E-18-f-dnipropetrovska, tp-True-5-2-0
20, finland, dnipropetrovska, E-41-f-dnipropetrovska, tp-True-5-2-0
21, ireland, rivnenska, E-22-f-rivnenska, tp-True-5-2-2
21, ireland, rivnenska, E-46-f-rivnenska, tp-True-5-2-2
21, ireland, rivnenska, E-47-f-rivnenska, tp-True-5-2-2
21, ireland, rivnenska, E-15-m-rivnenska, tp-True-5-2-2
22, germany, autonomous_republic_of_crimea, E-28-f-autonomous_republic_of_crimea, tp-True-2-4-0
22, germany, autonomous_republic_of_crimea, E-24-m-autonomous_republic_of_crimea, tp-True-2-4-0
22, germany, autonomous_republic_of_crimea, E-39-f-autonomous_republic_of_crimea, tp-True-2-4-0
22, germany, autonomous_republic_of_crimea, E-57-f-autonomous_republic_of_crimea, tp-True-2-4-0
23, bulgaria, poltavska, E-27-m-poltavska, tp-True-3-1-4
23, bulgaria, poltavska, E-62-f-poltavska, tp-True-3-1-4
23, bulgaria, poltavska, E-26-f-poltavska, tp-True-3-1-4
23, bulgaria, poltavska, E-61-f-poltavska, tp-True-3-1-4
23, bulgaria, poltavska, E-7-m-poltavska, tp-True-3-1-4
23, italy, odeska, E-56-f-odeska, tp-True-5-2-0
23, italy, odeska, E-16-f-odeska, tp-True-5-2-0
25, austria, vinnytska, E-76-f-vinnytska, tp-True-5-1-1
25, austria, vinnytska, E-8-f-vinnytska, tp-True-5-1-1
26, ireland, rivnenska, E-10-m-rivnenska, tp-True-5-3-2
26, ireland, rivnenska, E-14-m-rivnenska, tp-True-5-3-2
26, ireland, rivnenska, E-35-f-rivnenska, tp-True-5-3-2
26, ireland, rivnenska, E-11-m-rivnenska, tp-True-5-3-2
26, ireland, rivnenska, E-43-m-rivnenska, tp-True-5-3-2
27, germany, autonomous_republic_of_crimea, E-24-f-autonomous_republic_of_crimea, tp-True-0-3-0
27, germany, autonomous_republic_of_crimea, E-3-f-autonomous_republic_of_crimea, tp-True-0-3-0
27, germany, autonomous_republic_of_crimea, E-14-f-autonomous_republic_of_crimea, tp-True-0-3-0
28, republic_of_moldova, poltavska, E-74-m-poltavska, tp-True-5-4-0
28, republic_of_moldova, poltavska, E-61-f-poltavska, tp-True-5-4-0
28, republic_of_moldova, poltavska, E-15-f-poltavska, tp-True-5-4-0
28, republic_of_moldova, poltavska, E-33-f-poltavska, tp-True-5-4-0
28, czechia, dnipropetrovska, E-33-m-dnipropetrovska, tp-True-3-2-0
28, czechia, dnipropetrovska, E-35-f-dnipropetrovska, tp-True-3-2-0
29, czechia, dnipropetrovska, E-6-m-dnipropetrovska, tp-False-0-3-0
29, czechia, dnipropetrovska, E-49-f-dnipropetrovska, tp-False-0-3-0
29, czechia, dnipropetrovska, E-2-m-dnipropetrovska, tp-False-0-3-0
29, finland, dnipropetrovska, E-55-f-dnipropetrovska, tp-True-0-4-0
29, finland, dnipropetrovska, E-14-m-dnipropetrovska, tp-True-0-4-0
29, finland, dnipropetrovska, E-33-f-dnipropetrovska, tp-True-0-4-0
29, finland, dnipropetrovska, E-54-f-dnipropetrovska, tp-True-0-4-0
30, poland, chernihivska, E-52-f-chernihivska, tp-True-5-2-2
30, poland, chernihivska, E-20-f-chernihivska, tp-True-5-2-2
30, poland, chernihivska, E-27-m-chernihivska, tp-True-5-2-2
30, poland, chernihivska, E-61-f-chernihivska, tp-True-5-2-2
30, sweden, kyivska, E-25-f-kyivska, tp-True-0-1-3
30, sweden, kyivska, E-20-f-kyivska, tp-True-0-1-3
30, sweden, kyivska, E-7-m-kyivska, tp-True-0-1-3
30, sweden, kyivska, E-53-m-kyivska, tp-True-0-1-3
32, republic_of_moldova, poltavska, E-57-m-poltavska, tp-True-2-2-0
32, republic_of_moldova, poltavska, E-55-m-poltavska, tp-True-2-2-0
33, spain, dnipropetrovska, E-41-m-dnipropetrovska, tp-True-5-2-0
33, spain, dnipropetrovska, E-61-f-dnipropetrovska, tp-True-5-2-0
34, romania, volynska, E-53-m-volynska, tp-True-5-1-0
36, croatia, autonomous_republic_of_crimea, E-46-f-autonomous_republic_of_crimea, tp-True-5-1-0
37, poland, chernihivska, E-4-m-chernihivska, tp-True-1-2-1
37, poland, chernihivska, E-0-f-chernihivska, tp-True-1-2-1
37, poland, chernihivska, E-9-m-chernihivska, tp-True-1-2-1
38, poland, chernihivska, E-34-f-chernihivska, tp-True-5-2-1
38, poland, chernihivska, E-30-f-chernihivska, tp-True-5-2-1
38, poland, chernihivska, E-13-m-chernihivska, tp-True-5-2-1
43, germany, autonomous_republic_of_crimea, E-16-f-autonomous_republic_of_crimea, tp-True-5-2-1
43, germany, autonomous_republic_of_crimea, E-24-f-autonomous_republic_of_crimea, tp-True-5-2-1
43, germany, autonomous_republic_of_crimea, E-9-f-autonomous_republic_of_crimea, tp-True-5-2-1
