time,source,destination,E/D-age-gender-origin,legal_status-employment-property_in_ukraine-sizeE-sizeD
2, slovakia, kyivska, E-0-f-kyivska, tp-True-2-1-2
2, slovakia, kyivska, E-54-f-kyivska, tp-True-2-1-2
2, slovakia, kyivska, E-45-f-kyivska, tp-True-2-1-2
2, slovakia, kyivska, E-82-f-kyivska, tp-True-5-3-0
2, slovakia, kyivska, E-12-m-kyivska, tp-True-5-3-0
2, slovakia, kyivska, E-73-m-kyivska, tp-True-5-3-0
2, czechia, kyiv, E-42-m-kyiv, tp-True-3-2-3
2, czechia, kyiv, E-14-f-kyiv, tp-True-3-2-3
2, czechia, kyiv, E-10-f-kyiv, tp-True-3-2-3
2, czechia, kyiv, E-55-m-kyiv, tp-True-3-2-3
2, czechia, kyiv, E-55-f-kyiv, tp-True-3-2-3
2, germany, dnipropetrovska, E-15-f-dnipropetrovska, tp-True-5-1-2
2, germany, dnipropetrovska, E-48-f-dnipropetrovska, tp-True-5-1-2
2, germany, dnipropetrovska, E-4-m-dnipropetrovska, tp-True-5-1-2
2, germany, dnipropetrovska, E-3-f-dnipropetrovska, tp-True-5-1-2
2, germany, dnipropetrovska, E-23-m-dnipropetrovska, tp-True-5-1-2
2, germany, dnipropetrovska, E-55-f-dnipropetrovska, tp-True-5-1-2
2, netherlands, donetska, E-57-f-donetska, tp-True-5-1-1
2, netherlands, donetska, E-29-f-donetska, tp-True-5-1-1
3, poland, sumska, E-35-f-sumska, tp-True-5-1-2
3, poland, sumska, E-12-m-sumska, tp-True-5-1-2
3, poland, sumska, E-17-m-sumska, tp-True-5-1-2
3, poland, sumska, E-20-m-sumska, tp-True-5-1-1
3, poland, sumska, E-5-m-sumska, tp-True-5-1-1
3, germany, dnipropetrovska, E-16-f-dnipropetrovska, tp-True-1-1-2
3, germany, dnipropetrovska, E-36-f-dnipropetrovska, tp-True-1-1-2
3, germany, dnipropetrovska, E-58-f-dnipropetrovska, tp-True-1-1-2
3, sweden, zaporizka, E-55-f-zaporizka, tp-True-5-2-1
3, sweden, zaporizka, E-49-f-zaporizka, tp-True-5-2-1
3, sweden, zaporizka, E-12-m-zaporizka, tp-True-5-2-1
4, poland, sumska, E-4-m-sumska, tp-True-3-3-1
4, poland, sumska, E-26-f-sumska, tp-True-3-3-1
4, poland, sumska, E-59-f-sumska, tp-True-3-3-1
4, poland, sumska, E-63-f-sumska, tp-True-3-3-1
4, slovakia, kyivska, E-63-f-kyivska, tp-True-5-1-2
4, slovakia, kyivska, E-34-f-kyivska, tp-True-5-1-2
4, slovakia, kyivska, E-29-f-kyivska, tp-True-5-1-2
4, czechia, kyiv, E-28-f-kyiv, tp-True-5-1-0
4, italy, zaporizka, E-46-f-zaporizka, tp-True-2-2-2
4, italy, zaporizka, E-11-f-zaporizka, tp-True-2-2-2
4, italy, zaporizka, E-27-f-zaporizka, tp-True-2-2-2
4, italy, zaporizka, E-0-m-zaporizka, tp-True-2-2-2
5, germany, dnipropetrovska, E-76-m-dnipropetrovska, tp-True-1-2-1
5, germany, dnipropetrovska, E-49-f-dnipropetrovska, tp-True-1-2-1
5, germany, dnipropetrovska, E-42-m-dnipropetrovska, tp-True-1-2-1
6, poland, sumska, E-37-f-sumska, tp-True-5-2-1
6, poland, sumska, E-11-m-sumska, tp-True-5-2-1
6, poland, sumska, E-4-f-sumska, tp-True-5-2-1
6, poland, sumska, E-62-m-sumska, tp-True-5-1-2
6, poland, sumska, E-7-m-sumska, tp-True-5-1-2
6, poland, sumska, E-43-f-sumska, tp-True-5-1-2
6, bulgaria, donetska, E-16-m-donetska, tp-True-5-2-5
6, bulgaria, donetska, E-7-m-donetska, tp-True-5-2-5
6, bulgaria, donetska, E-59-m-donetska, tp-True-5-2-5
6, bulgaria, donetska, E-17-m-donetska, tp-True-5-2-5
6, bulgaria, donetska, E-30-f-donetska, tp-True-5-2-5
6, bulgaria, donetska, E-20-f-donetska, tp-True-5-2-5
6, bulgaria, donetska, E-37-f-donetska, tp-True-5-2-5
6, germany, dnipropetrovska, E-40-f-dnipropetrovska, tp-True-2-2-2
6, germany, dnipropetrovska, E-19-f-dnipropetrovska, tp-True-2-2-2
6, germany, dnipropetrovska, E-34-m-dnipropetrovska, tp-True-2-2-2
6, germany, dnipropetrovska, E-24-f-dnipropetrovska, tp-True-2-2-2
6, germany, dnipropetrovska, E-82-m-dnipropetrovska, tp-True-5-2-0
6, germany, dnipropetrovska, E-60-f-dnipropetrovska, tp-True-5-2-0
7, czechia, kyiv, E-25-m-kyiv, tp-True-5-2-1
7, czechia, kyiv, E-34-m-kyiv, tp-True-5-2-1
7, czechia, kyiv, E-31-f-kyiv, tp-True-5-2-1
7, germany, dnipropetrovska, E-2-m-dnipropetrovska, tp-True-5-2-1
7, germany, dnipropetrovska, E-14-f-dnipropetrovska, tp-True-5-2-1
7, germany, dnipropetrovska, E-75-m-dnipropetrovska, tp-True-5-2-1
7, ireland, dnipropetrovska, E-38-f-dnipropetrovska, tp-True-5-2-2
7, ireland, dnipropetrovska, E-59-f-dnipropetrovska, tp-True-5-2-2
7, ireland, dnipropetrovska, E-32-f-dnipropetrovska, tp-True-5-2-2
7, ireland, dnipropetrovska, E-48-m-dnipropetrovska, tp-True-5-2-2
7, slovenia, chernivetska, E-35-m-chernivetska, tp-True-5-2-0
7, slovenia, chernivetska, E-46-f-chernivetska, tp-True-5-2-0
8, poland, sumska, E-63-f-sumska, tp-True-5-2-1
8, poland, sumska, E-0-m-sumska, tp-True-5-2-1
8, poland, sumska, E-30-m-sumska, tp-True-5-2-1
8, germany, dnipropetrovska, E-1-m-dnipropetrovska, tp-True-5-2-2
8, germany, dnipropetrovska, E-29-f-dnipropetrovska, tp-True-5-2-2
8, germany, dnipropetrovska, E-36-m-dnipropetrovska, tp-True-5-2-2
8, germany, dnipropetrovska, E-28-m-dnipropetrovska, tp-True-5-2-2
8, germany, dnipropetrovska, E-36-f-dnipropetrovska, tp-True-2-2-1
8, germany, dnipropetrovska, E-24-m-dnipropetrovska, tp-True-2-2-1
8, germany, dnipropetrovska, E-10-m-dnipropetrovska, tp-True-2-2-1
9, czechia, kyiv, E-5-m-kyiv, tp-True-5-3-0
9, czechia, kyiv, E-14-m-kyiv, tp-True-5-3-0
9, czechia, kyiv, E-15-m-kyiv, tp-True-5-3-0
9, germany, dnipropetrovska, E-26-m-dnipropetrovska, tp-True-5-2-0
9, germany, dnipropetrovska, E-30-f-dnipropetrovska, tp-True-5-2-0
10, germany, dnipropetrovska, E-44-m-dnipropetrovska, tp-True-5-2-0
10, germany, dnipropetrovska, E-36-f-dnipropetrovska, tp-True-5-2-0
11, poland, sumska, E-6-f-sumska, tp-True-2-3-1
11, poland, sumska, E-15-m-sumska, tp-True-2-3-1
11, poland, sumska, E-2-m-sumska, tp-True-2-3-1
11, poland, sumska, E-11-f-sumska, tp-True-2-3-1
11, poland, sumska, E-23-m-sumska, tp-True-5-2-0
11, poland, sumska, E-50-f-sumska, tp-True-5-2-0
11, poland, sumska, E-50-f-sumska, tp-True-3-1-1
11, poland, sumska, E-2-m-sumska, tp-True-3-1-1
11, spain, autonomous_republic_of_crimea, E-50-f-autonomous_republic_of_crimea, tp-True-1-6-0
11, spain, autonomous_republic_of_crimea, E-12-m-autonomous_republic_of_crimea, tp-True-1-6-0
11, spain, autonomous_republic_of_crimea, E-36-m-autonomous_republic_of_crimea, tp-True-1-6-0
11, spain, autonomous_republic_of_crimea, E-18-m-autonomous_republic_of_crimea, tp-True-1-6-0
11, spain, autonomous_republic_of_crimea, E-53-f-autonomous_republic_of_crimea, tp-True-1-6-0
11, spain, autonomous_republic_of_crimea, E-16-m-autonomous_republic_of_crimea, tp-True-1-6-0
11, spain, autonomous_republic_of_crimea, E-44-m-autonomous_republic_of_crimea, tp-True-1-2-2
11, spain, autonomous_republic_of_crimea, E-8-f-autonomous_republic_of_crimea, tp-True-1-2-2
11, spain, autonomous_republic_of_crimea, E-34-f-autonomous_republic_of_crimea, tp-True-1-2-2
11, spain, autonomous_republic_of_crimea, E-0-f-autonomous_republic_of_crimea, tp-True-1-2-2
11, finland, mykolaivska, E-20-f-mykolaivska, tp-True-5-2-4
11, finland, mykolaivska, E-63-f-mykolaivska, tp-True-5-2-4
11, finland, mykolaivska, E-64-f-mykolaivska, tp-True-5-2-4
11, finland, mykolaivska, E-6-m-mykolaivska, tp-True-5-2-4
11, finland, mykolaivska, E-17-m-mykolaivska, tp-True-5-2-4
11, finland, mykolaivska, E-9-m-mykolaivska, tp-True-5-2-4
12, poland, sumska, E-60-f-sumska, tp-False-5-1-0
12, romania, ternopilska, E-8-m-ternopilska, tp-True-5-3-0
12, romania, ternopilska, E-85-f-ternopilska, tp-True-5-3-0
12, romania, ternopilska, E-4-m-ternopilska, tp-True-5-3-0
12, germany, dnipropetrovska, E-11-m-dnipropetrovska, tp-True-0-3-1
12, germany, dnipropetrovska, E-46-f-dnipropetrovska, tp-True-0-3-1
12, germany, dnipropetrovska, E-7-f-dnipropetrovska, tp-True-0-3-1
12, germany, dnipropetrovska, E-6-m-dnipropetrovska, tp-True-0-3-1
12, spain, autonomous_republic_of_crimea, E-19-f-autonomous_republic_of_crimea, tp-True-0-2-3
12, spain, autonomous_republic_of_crimea, E-45-f-autonomous_republic_of_crimea, tp-True-0-2-3
12, spain, autonomous_republic_of_crimea, E-28-m-autonomous_republic_of_crimea, tp-True-0-2-3
12, spain, autonomous_republic_of_crimea, E-15-f-autonomous_republic_of_crimea, tp-True-0-2-3
12, spain, autonomous_republic_of_crimea, E-59-m-autonomous_republic_of_crimea, tp-True-0-2-3
12, belgium, dnipropetrovska, E-0-m-dnipropetrovska, tp-True-5-3-0
12, belgium, dnipropetrovska, E-16-m-dnipropetrovska, tp-True-5-3-0
12, belgium, dnipropetrovska, E-78-f-dnipropetrovska, tp-True-5-3-0
13, italy, zaporizka, E-41-f-zaporizka, tp-True-5-2-2
13, italy, zaporizka, E-13-m-zaporizka, tp-True-5-2-2
13, italy, zaporizka, E-13-m-zaporizka, tp-True-5-2-2
13, italy, zaporizka, E-63-f-zaporizka, tp-True-5-2-2
14, poland, sumska, E-2-m-sumska, tp-True-5-1-2
14, poland, sumska, E-2-m-sumska, tp-True-5-1-2
14, poland, sumska, E-41-f-sumska, tp-True-5-1-2
14, germany, dnipropetrovska, E-17-f-dnipropetrovska, tp-True-2-1-1
14, germany, dnipropetrovska, E-60-f-dnipropetrovska, tp-True-2-1-1
14, germany, dnipropetrovska, E-73-f-dnipropetrovska, tp-True-5-1-3
14, germany, dnipropetrovska, E-12-m-dnipropetrovska, tp-True-5-1-3
14, germany, dnipropetrovska, E-79-f-dnipropetrovska, tp-True-5-1-3
14, germany, dnipropetrovska, E-4-m-dnipropetrovska, tp-True-5-1-3
15, poland, sumska, E-8-m-sumska, tp-True-5-3-1
15, poland, sumska, E-22-f-sumska, tp-True-5-3-1
15, poland, sumska, E-3-f-sumska, tp-True-5-3-1
15, poland, sumska, E-52-f-sumska, tp-True-5-3-1
16, poland, sumska, E-52-m-sumska, tp-True-5-1-2
16, poland, sumska, E-17-f-sumska, tp-True-5-1-2
16, poland, sumska, E-4-f-sumska, tp-True-5-1-2
16, germany, dnipropetrovska, E-63-m-dnipropetrovska, tp-True-5-2-2
16, germany, dnipropetrovska, E-16-f-dnipropetrovska, tp-True-5-2-2
16, germany, dnipropetrovska, E-50-f-dnipropetrovska, tp-True-5-2-2
16, germany, dnipropetrovska, E-43-f-dnipropetrovska, tp-True-5-2-2
17, latvia, kyiv, E-36-f-kyiv, tp-True-2-1-2
17, latvia, kyiv, E-59-f-kyiv, tp-True-2-1-2
17, latvia, kyiv, E-3-m-kyiv, tp-True-2-1-2
18, lithuania, kirovohradska, E-28-f-kirovohradska, tp-True-5-2-0
18, lithuania, kirovohradska, E-36-f-kirovohradska, tp-True-5-2-0
19, poland, sumska, E-46-f-sumska, tp-True-2-1-2
19, poland, sumska, E-13-m-sumska, tp-True-2-1-2
19, poland, sumska, E-21-m-sumska, tp-True-2-1-2
20, poland, sumska, E-15-f-sumska, tp-True-5-3-0
20, poland, sumska, E-0-f-sumska, tp-True-5-3-0
20, poland, sumska, E-13-f-sumska, tp-True-5-3-0
21, czechia, kyiv, E-54-f-kyiv, tp-True-5-1-1
21, czechia, kyiv, E-59-m-kyiv, tp-True-5-1-1
22, hungary, dnipropetrovska, E-12-m-dnipropetrovska, tp-True-5-1-4
22, hungary, dnipropetrovska, E-40-f-dnipropetrovska, tp-True-5-1-4
22, hungary, dnipropetrovska, E-71-f-dnipropetrovska, tp-True-5-1-4
22, hungary, dnipropetrovska, E-58-m-dnipropetrovska, tp-True-5-1-4
22, hungary, dnipropetrovska, E-54-f-dnipropetrovska, tp-True-5-1-4
23, poland, sumska, E-73-m-sumska, tp-True-1-1-2
23, poland, sumska, E-19-f-sumska, tp-True-1-1-2
23, poland, sumska, E-39-f-sumska, tp-True-1-1-2
23, czechia, kyiv, E-59-f-kyiv, tp-True-5-2-1
23, czechia, kyiv, E-28-m-kyiv, tp-True-5-2-1
23, czechia, kyiv, E-60-f-kyiv, tp-True-5-2-1
23, czechia, kyiv, E-25-f-kyiv, tp-True-5-1-1
23, czechia, kyiv, E-34-m-kyiv, tp-True-5-1-1
24, lithuania, kirovohradska, E-31-m-kirovohradska, tp-True-5-1-2
24, lithuania, kirovohradska, E-15-f-kirovohradska, tp-True-5-1-2
24, lithuania, kirovohradska, E-16-m-kirovohradska, tp-True-5-1-2
24, belgium, dnipropetrovska, E-50-f-dnipropetrovska, tp-True-5-1-2
24, belgium, dnipropetrovska, E-18-f-dnipropetrovska, tp-True-5-1-2
24, belgium, dnipropetrovska, E-16-f-dnipropetrovska, tp-True-5-1-2
25, spain, autonomous_republic_of_crimea, E-0-m-autonomous_republic_of_crimea, tp-True-5-3-0
25, spain, autonomous_republic_of_crimea, E-41-f-autonomous_republic_of_crimea, tp-True-5-3-0
25, spain, autonomous_republic_of_crimea, E-36-f-autonomous_republic_of_crimea, tp-True-5-3-0
25, portugal, kharkivska, E-28-f-kharkivska, tp-True-2-2-0
25, portugal, kharkivska, E-3-m-kharkivska, tp-True-2-2-0
27, germany, dnipropetrovska, E-13-f-dnipropetrovska, tp-True-2-2-1
27, germany, dnipropetrovska, E-27-m-dnipropetrovska, tp-True-2-2-1
27, germany, dnipropetrovska, E-64-m-dnipropetrovska, tp-True-2-2-1
27, germany, dnipropetrovska, E-52-f-dnipropetrovska, tp-True-3-4-0
27, germany, dnipropetrovska, E-90-m-dnipropetrovska, tp-True-3-4-0
27, germany, dnipropetrovska, E-7-m-dnipropetrovska, tp-True-3-4-0
27, germany, dnipropetrovska, E-16-m-dnipropetrovska, tp-True-3-4-0
28, poland, sumska, E-9-m-sumska, tp-True-5-2-3
28, poland, sumska, E-56-m-sumska, tp-True-5-2-3
28, poland, sumska, E-62-f-sumska, tp-True-5-2-3
28, poland, sumska, E-57-f-sumska, tp-True-5-2-3
28, poland, sumska, E-76-f-sumska, tp-True-5-2-3
31, slovakia, kyivska, E-38-f-kyivska, tp-True-2-1-2
31, slovakia, kyivska, E-70-m-kyivska, tp-True-2-1-2
31, slovakia, kyivska, E-31-f-kyivska, tp-True-2-1-2
32, poland, sumska, E-6-m-sumska, tp-True-3-2-0
32, poland, sumska, E-1-f-sumska, tp-True-3-2-0
32, czechia, kyiv, E-56-f-kyiv, tp-True-0-1-0
33, germany, dnipropetrovska, E-59-m-dnipropetrovska, tp-True-5-3-2
33, germany, dnipropetrovska, E-40-f-dnipropetrovska, tp-True-5-3-2
33, germany, dnipropetrovska, E-29-f-dnipropetrovska, tp-True-5-3-2
33, germany, dnipropetrovska, E-38-m-dnipropetrovska, tp-True-5-3-2
33, germany, dnipropetrovska, E-86-f-dnipropetrovska, tp-True-5-3-2
33, denmark, autonomous_republic_of_crimea, E-20-f-autonomous_republic_of_crimea, tp-True-5-3-1
33, denmark, autonomous_republic_of_crimea, E-2-f-autonomous_republic_of_crimea, tp-True-5-3-1
33, denmark, autonomous_republic_of_crimea, E-37-f-autonomous_republic_of_crimea, tp-True-5-3-1
33, denmark, autonomous_republic_of_crimea, E-4-m-autonomous_republic_of_crimea, tp-True-5-3-1
35, republic_of_moldova, vinnytska, E-18-f-vinnytska, tp-True-3-2-0
35, republic_of_moldova, vinnytska, E-49-m-vinnytska, tp-True-3-2-0
36, poland, sumska, E-2-f-sumska, tp-True-2-2-0
36, poland, sumska, E-7-m-sumska, tp-True-2-2-0
39, germany, dnipropetrovska, E-60-m-dnipropetrovska, tp-True-5-4-1
39, germany, dnipropetrovska, E-9-m-dnipropetrovska, tp-True-5-4-1
39, germany, dnipropetrovska, E-43-f-dnipropetrovska, tp-True-5-4-1
39, germany, dnipropetrovska, E-84-f-dnipropetrovska, tp-True-5-4-1
39, germany, dnipropetrovska, E-7-f-dnipropetrovska, tp-True-5-4-1
39, ireland, dnipropetrovska, E-4-f-dnipropetrovska, tp-True-5-3-1
39, ireland, dnipropetrovska, E-0-m-dnipropetrovska, tp-True-5-3-1
39, ireland, dnipropetrovska, E-16-f-dnipropetrovska, tp-True-5-3-1
39, ireland, dnipropetrovska, E-40-f-dnipropetrovska, tp-True-5-3-1
40, poland, sumska, E-12-f-sumska, tp-True-1-2-0
40, poland, sumska, E-10-m-sumska, tp-True-1-2-0
40, czechia, kyiv, E-17-f-kyiv, tp-True-2-2-0
40, czechia, kyiv, E-62-f-kyiv, tp-True-2-2-0
41, poland, sumska, E-55-m-sumska, tp-True-5-2-3
41, poland, sumska, E-24-f-sumska, tp-True-5-2-3
41, poland, sumska, E-28-f-sumska, tp-True-5-2-3
41, poland, sumska, E-19-f-sumska, tp-True-5-2-3
41, poland, sumska, E-31-f-sumska, tp-True-5-2-3
43, germany, dnipropetrovska, E-56-f-dnipropetrovska, tp-True-3-1-3
43, germany, dnipropetrovska, E-63-f-dnipropetrovska, tp-True-3-1-3
43, germany, dnipropetrovska, E-26-f-dnipropetrovska, tp-True-3-1-3
43, germany, dnipropetrovska, E-55-f-dnipropetrovska, tp-True-3-1-3
